calcDate,currency,date,close
20251222,JPY,20050430,11008.900390625
20251222,JPY,20050531,11276.58984375
20251222,JPY,20050630,11584.009765625
20251222,JPY,20050731,11899.599609375
20251222,JPY,20050831,12413.599609375
20251222,JPY,20050930,13574.2998046875
20251222,JPY,20051031,13606.5
20251222,JPY,20051130,14872.150390625
20251222,JPY,20051231,16111.4296875
20251222,JPY,20060131,16649.8203125
20251222,JPY,20060228,16205.4296875
20251222,JPY,20060331,17059.66015625
20251222,JPY,20060430,16906.23046875
20251222,JPY,20060531,15467.330078125
20251222,JPY,20060630,15505.1796875
20251222,JPY,20060731,15456.8095703125
20251222,JPY,20060831,16140.759765625
20251222,JPY,20060930,16127.580078125
20251222,JPY,20061031,16399.390625
20251222,JPY,20061130,16274.330078125
20251222,JPY,20061231,17225.830078125
20251222,JPY,20070131,17383.419921875
20251222,JPY,20070228,17604.119140625
20251222,JPY,20070331,17287.650390625
20251222,JPY,20070430,17400.41015625
20251222,JPY,20070531,17875.75
20251222,JPY,20070630,18138.359375
20251222,JPY,20070731,17248.890625
20251222,JPY,20070831,16569.08984375
20251222,JPY,20070930,16785.689453125
20251222,JPY,20071031,16737.630859375
20251222,JPY,20071130,15680.669921875
20251222,JPY,20071231,15307.7802734375
20251222,JPY,20080131,13592.4697265625
20251222,JPY,20080229,13603.01953125
20251222,JPY,20080331,12525.5400390625
20251222,JPY,20080430,13849.990234375
20251222,JPY,20080531,14338.5400390625
20251222,JPY,20080630,13481.3798828125
20251222,JPY,20080731,13376.8095703125
20251222,JPY,20080831,13072.8701171875
20251222,JPY,20080930,11259.8603515625
20251222,JPY,20081031,8576.98046875
20251222,JPY,20081130,8512.26953125
20251222,JPY,20081231,8859.5595703125
20251222,JPY,20090131,7994.0498046875
20251222,JPY,20090228,7568.419921875
20251222,JPY,20090331,8109.52978515625
20251222,JPY,20090430,8828.259765625
20251222,JPY,20090531,9522.5
20251222,JPY,20090630,9958.4404296875
20251222,JPY,20090731,10356.830078125
20251222,JPY,20090831,10492.5302734375
20251222,JPY,20090930,10133.23046875
20251222,JPY,20091031,10034.740234375
20251222,JPY,20091130,9345.5498046875
20251222,JPY,20091231,10546.4404296875
20251222,JPY,20100131,10198.0400390625
20251222,JPY,20100228,10126.0302734375
20251222,JPY,20100331,11089.9404296875
20251222,JPY,20100430,11057.400390625
20251222,JPY,20100531,9768.7001953125
20251222,JPY,20100630,9382.6396484375
20251222,JPY,20100731,9537.2998046875
20251222,JPY,20100831,8824.0595703125
20251222,JPY,20100930,9369.349609375
20251222,JPY,20101031,9202.4501953125
20251222,JPY,20101130,9937.0400390625
20251222,JPY,20101231,10228.919921875
20251222,JPY,20110131,10237.919921875
20251222,JPY,20110228,10624.08984375
20251222,JPY,20110331,9755.099609375
20251222,JPY,20110430,9849.740234375
20251222,JPY,20110531,9693.73046875
20251222,JPY,20110630,9816.08984375
20251222,JPY,20110731,9833.0302734375
20251222,JPY,20110831,8955.2001953125
20251222,JPY,20110930,8700.2900390625
20251222,JPY,20111031,8988.3896484375
20251222,JPY,20111130,8434.6103515625
20251222,JPY,20111231,8455.349609375
20251222,JPY,20120131,8802.509765625
20251222,JPY,20120229,9723.240234375
20251222,JPY,20120331,10083.5595703125
20251222,JPY,20120430,9520.8896484375
20251222,JPY,20120531,8542.73046875
20251222,JPY,20120630,9006.7802734375
20251222,JPY,20120731,8695.0595703125
20251222,JPY,20120831,8839.91015625
20251222,JPY,20120930,8870.16015625
20251222,JPY,20121031,8928.2900390625
20251222,JPY,20121130,9446.009765625
20251222,JPY,20121231,10395.1796875
20251222,JPY,20130131,11138.66015625
20251222,JPY,20130228,11559.3603515625
20251222,JPY,20130331,12397.91015625
20251222,JPY,20130430,13860.8603515625
20251222,JPY,20130531,13774.5400390625
20251222,JPY,20130630,13677.3203125
20251222,JPY,20130731,13668.3203125
20251222,JPY,20130831,13388.8603515625
20251222,JPY,20130930,14455.7998046875
20251222,JPY,20131031,14327.9404296875
20251222,JPY,20131130,15661.8701171875
20251222,JPY,20131231,16291.3095703125
20251222,JPY,20140131,14914.5302734375
20251222,JPY,20140228,14841.0703125
20251222,JPY,20140331,14827.830078125
20251222,JPY,20140430,14304.1103515625
20251222,JPY,20140531,14632.3798828125
20251222,JPY,20140630,15162.099609375
20251222,JPY,20140731,15620.76953125
20251222,JPY,20140831,15424.58984375
20251222,JPY,20140930,16173.51953125
20251222,JPY,20141031,16413.759765625
20251222,JPY,20141130,17459.849609375
20251222,JPY,20141231,17450.76953125
20251222,JPY,20150131,17674.390625
20251222,JPY,20150228,18797.939453125
20251222,JPY,20150331,19206.990234375
20251222,JPY,20150430,19520.009765625
20251222,JPY,20150531,20563.150390625
20251222,JPY,20150630,20235.73046875
20251222,JPY,20150731,20585.240234375
20251222,JPY,20150831,18890.48046875
20251222,JPY,20150930,17388.150390625
20251222,JPY,20151031,19083.099609375
20251222,JPY,20151130,19747.470703125
20251222,JPY,20151231,19033.7109375
20251222,JPY,20160131,17518.30078125
20251222,JPY,20160229,16026.759765625
20251222,JPY,20160331,16758.669921875
20251222,JPY,20160430,16666.05078125
20251222,JPY,20160531,17234.98046875
20251222,JPY,20160630,15575.919921875
20251222,JPY,20160731,16569.26953125
20251222,JPY,20160831,16887.400390625
20251222,JPY,20160930,16449.83984375
20251222,JPY,20161031,17425.01953125
20251222,JPY,20161130,18308.48046875
20251222,JPY,20161231,19114.369140625
20251222,JPY,20170131,19041.33984375
20251222,JPY,20170228,19118.990234375
20251222,JPY,20170331,18909.259765625
20251222,JPY,20170430,19196.740234375
20251222,JPY,20170531,19650.5703125
20251222,JPY,20170630,20033.4296875
20251222,JPY,20170731,19925.1796875
20251222,JPY,20170831,19646.240234375
20251222,JPY,20170930,20356.279296875
20251222,JPY,20171031,22011.609375
20251222,JPY,20171130,22724.9609375
20251222,JPY,20171231,22764.939453125
20251222,JPY,20180131,23098.2890625
20251222,JPY,20180228,22068.240234375
20251222,JPY,20180331,21454.30078125
20251222,JPY,20180430,22467.869140625
20251222,JPY,20180531,22201.8203125
20251222,JPY,20180630,22304.509765625
20251222,JPY,20180731,22553.720703125
20251222,JPY,20180831,22865.150390625
20251222,JPY,20180930,24120.0390625
20251222,JPY,20181031,21920.4609375
20251222,JPY,20181130,22351.060546875
20251222,JPY,20181231,20014.76953125
20251222,JPY,20190131,20773.490234375
20251222,JPY,20190228,21385.16015625
20251222,JPY,20190331,21205.810546875
20251222,JPY,20190430,22258.73046875
20251222,JPY,20190531,20601.189453125
20251222,JPY,20190630,21275.919921875
20251222,JPY,20190731,21521.529296875
20251222,JPY,20190831,20704.369140625
20251222,JPY,20190930,21755.83984375
20251222,JPY,20191031,22927.0390625
20251222,JPY,20191130,23293.91015625
20251222,JPY,20191231,23656.619140625
20251222,JPY,20200131,23205.1796875
20251222,JPY,20200229,21142.9609375
20251222,JPY,20200331,18917.009765625
20251222,JPY,20200430,20193.689453125
20251222,JPY,20200531,21877.890625
20251222,JPY,20200630,22288.140625
20251222,JPY,20200731,21710.0
20251222,JPY,20200831,23139.759765625
20251222,JPY,20200930,23185.119140625
20251222,JPY,20201031,22977.130859375
20251222,JPY,20201130,26433.619140625
20251222,JPY,20201231,27444.169921875
20251222,JPY,20210131,27663.390625
20251222,JPY,20210228,28966.009765625
20251222,JPY,20210331,29178.80078125
20251222,JPY,20210430,28812.630859375
20251222,JPY,20210531,28860.080078125
20251222,JPY,20210630,28791.529296875
20251222,JPY,20210731,27283.58984375
20251222,JPY,20210831,28089.5390625
20251222,JPY,20210930,29452.66015625
20251222,JPY,20211031,28892.689453125
20251222,JPY,20211130,27821.759765625
20251222,JPY,20211231,28791.7109375
20251222,JPY,20220131,27001.98046875
20251222,JPY,20220228,26526.8203125
20251222,JPY,20220331,27821.4296875
20251222,JPY,20220430,26847.900390625
20251222,JPY,20220531,27279.80078125
20251222,JPY,20220630,26393.0390625
20251222,JPY,20220731,27801.640625
20251222,JPY,20220831,28091.529296875
20251222,JPY,20220930,25937.2109375
20251222,JPY,20221031,27587.4609375
20251222,JPY,20221130,27968.990234375
20251222,JPY,20221231,26094.5
20251222,JPY,20230131,27327.109375
20251222,JPY,20230228,27445.560546875
20251222,JPY,20230331,28041.48046875
20251222,JPY,20230430,28856.439453125
20251222,JPY,20230531,30887.880859375
20251222,JPY,20230630,33189.0390625
20251222,JPY,20230731,33172.21875
20251222,JPY,20230831,32619.33984375
20251222,JPY,20230930,31857.619140625
20251222,JPY,20231031,30858.849609375
20251222,JPY,20231130,33486.890625
20251222,JPY,20231231,33464.171875
20251222,JPY,20240131,36286.7109375
20251222,JPY,20240229,39166.19140625
20251222,JPY,20240331,40369.44140625
20251222,JPY,20240430,38405.66015625
20251222,JPY,20240531,38487.8984375
20251222,JPY,20240630,39583.078125
20251222,JPY,20240731,39101.8203125
20251222,JPY,20240831,38647.75
20251222,JPY,20240930,37919.55078125
20251222,JPY,20241031,39081.25
20251222,JPY,20241130,38208.03125
20251222,JPY,20241231,39894.5390625
20251222,JPY,20250131,39572.48828125
20251222,JPY,20250228,37155.5
20251222,JPY,20250331,35617.55859375
20251222,JPY,20250430,36045.37890625
20251222,JPY,20250531,37965.1015625
20251222,JPY,20250630,40487.390625
20251222,JPY,20250731,41069.8203125
20251222,JPY,20250831,42718.46875
20251222,JPY,20250930,44932.62890625
20251222,JPY,20251031,52411.33984375
20251222,JPY,20251130,50253.91015625
