calcDate,currency,date,close
20251218,USD,20100129,286.327287
20251218,USD,20100226,289.497382
20251218,USD,20100331,307.404434
20251218,USD,20100430,307.347819
20251218,USD,20100531,277.173034
20251218,USD,20100630,268.247293
20251218,USD,20100730,289.751058
20251218,USD,20100831,279.064262
20251218,USD,20100930,305.163525
20251218,USD,20101029,315.946653
20251218,USD,20101130,308.381103
20251218,USD,20101231,330.63638
20251218,USD,20110131,335.58085
20251218,USD,20110228,344.822572
20251218,USD,20110331,343.640481
20251218,USD,20110429,356.902207
20251218,USD,20110531,347.895734
20251218,USD,20110630,341.817036
20251218,USD,20110729,335.896061
20251218,USD,20110831,310.617982
20251218,USD,20110930,280.639409
20251218,USD,20111031,310.434215
20251218,USD,20111130,300.446747
20251218,USD,20111230,299.510738
20251218,USD,20120131,316.654852
20251218,USD,20120229,331.927427
20251218,USD,20120330,333.297311
20251218,USD,20120430,328.67259
20251218,USD,20120531,297.984611
20251218,USD,20120629,312.110836
20251218,USD,20120731,316.023655
20251218,USD,20120831,322.13655
20251218,USD,20120928,331.577595
20251218,USD,20121031,329.067024
20251218,USD,20121130,332.641809
20251218,USD,20121231,339.749192
20251218,USD,20130131,355.101601
20251218,USD,20130228,354.430356
20251218,USD,20130329,360.056697
20251218,USD,20130430,369.422027
20251218,USD,20130531,367.1948
20251218,USD,20130628,355.811311
20251218,USD,20130731,372.489791
20251218,USD,20130830,363.976137
20251218,USD,20130930,382.069953
20251218,USD,20131031,397.109359
20251218,USD,20131129,402.047494
20251218,USD,20131231,408.548765
20251218,USD,20140131,391.921084
20251218,USD,20140228,410.129422
20251218,USD,20140331,411.021308
20251218,USD,20140430,414.094018
20251218,USD,20140530,421.534151
20251218,USD,20140630,428.746303
20251218,USD,20140731,423.043056
20251218,USD,20140829,431.549445
20251218,USD,20140930,416.850208
20251218,USD,20141031,419.450861
20251218,USD,20141128,425.821425
20251218,USD,20141231,417.120335
20251218,USD,20150130,410.327879
20251218,USD,20150227,432.474304
20251218,USD,20150331,424.758438
20251218,USD,20150430,436.296098
20251218,USD,20150529,434.514758
20251218,USD,20150630,423.509388
20251218,USD,20150731,426.781417
20251218,USD,20150831,396.733306
20251218,USD,20150930,381.651191
20251218,USD,20151030,411.249061
20251218,USD,20151130,407.197126
20251218,USD,20151231,399.362433
20251218,USD,20160129,375.016737
20251218,USD,20160229,371.66232
20251218,USD,20160331,398.255485
20251218,USD,20160429,403.339675
20251218,USD,20160531,402.574386
20251218,USD,20160630,399.289731
20251218,USD,20160729,416.08836
20251218,USD,20160831,416.613462
