calcDate,currency,date,close
20251222,USD,20151130,2080.4068286181628
20251222,USD,20151231,2043.936862660717
20251222,USD,20160129,1940.2396778184525
20251222,USD,20160229,1932.2263947971092
20251222,USD,20160331,2059.7411766011587
20251222,USD,20160429,2065.2963010051553
20251222,USD,20160531,2096.9641950705063
20251222,USD,20160630,2098.8552265056105
20251222,USD,20160729,2173.603859888353
20251222,USD,20160831,2170.946957692453
20251222,USD,20160930,2168.272089637287
20251222,USD,20161031,2126.153297029838
20251222,USD,20161130,2198.810449087999
20251222,USD,20161230,2238.8266817075455
20251222,USD,20170131,2278.8668906139374
20251222,USD,20170228,2363.6381971289434
20251222,USD,20170331,2362.718220397297
20251222,USD,20170428,2384.1955178138082
20251222,USD,20170531,2411.797324257353
20251222,USD,20170630,2423.408891062973
20251222,USD,20170731,2470.300025260191
20251222,USD,20170831,2471.6502079420075
20251222,USD,20170929,2519.3596719060715
20251222,USD,20171031,2575.263830452136
20251222,USD,20171130,2647.5799274830706
20251222,USD,20171229,2673.610523151742
20251222,USD,20180131,2823.809937355364
20251222,USD,20180228,2713.830538723814
20251222,USD,20180329,2640.8659903292946
20251222,USD,20180430,2648.049364708724
20251222,USD,20180531,2705.2747516248296
20251222,USD,20180629,2718.3734650222254
20251222,USD,20180731,2816.2886310911194
20251222,USD,20180831,2901.5176770405237
20251222,USD,20180928,2913.978139886033
20251222,USD,20181031,2711.7444081047333
20251222,USD,20181130,2760.174256563156
20251222,USD,20181231,2506.8471826272225
20251222,USD,20190131,2704.100579702563
20251222,USD,20190228,2784.49135852128
20251222,USD,20190329,2834.3998195751506
20251222,USD,20190430,2945.8308868458057
20251222,USD,20190531,2752.062886132183
20251222,USD,20190628,2941.7606374579345
20251222,USD,20190731,2980.3788544642703
20251222,USD,20190830,2926.4581286088824
20251222,USD,20190930,2976.7372717443327
20251222,USD,20191031,3037.5644352599625
20251222,USD,20191129,3140.980627702536
20251222,USD,20191231,3230.78195009043
20251222,USD,20200131,3225.5163164640862
20251222,USD,20200228,2954.223684368626
20251222,USD,20200331,2584.590759934308
20251222,USD,20200430,2912.430524660696
20251222,USD,20200529,3044.3051548697567
20251222,USD,20200630,3100.2851286595396
20251222,USD,20200731,3271.1248802632554
20251222,USD,20200831,3500.3085202872967
20251222,USD,20200930,3362.9989876496566
20251222,USD,20201030,3269.9590859407476
20251222,USD,20201130,3621.633430694654
20251222,USD,20201231,3756.071468957202
20251222,USD,20210129,3714.2426897766395
20251222,USD,20210226,3811.1497495982776
20251222,USD,20210331,3972.8922084302517
20251222,USD,20210430,4181.1748954407885
20251222,USD,20210528,4204.110545653643
20251222,USD,20210630,4297.49663188188
20251222,USD,20210730,4395.263972163177
20251222,USD,20210831,4522.680119364552
20251222,USD,20210930,4307.538750789713
20251222,USD,20211029,4605.3766481775965
20251222,USD,20211130,4567.00149400924
20251222,USD,20211231,4766.182972428307
20251222,USD,20220131,4515.547578624243
20251222,USD,20220228,4373.939148804443
20251222,USD,20220331,4530.413451683471
20251222,USD,20220429,4131.926410377596
20251222,USD,20220531,4132.147781961894
20251222,USD,20220630,3785.384845931139
20251222,USD,20220729,4130.28577381916
20251222,USD,20220831,3954.999001027768
20251222,USD,20220930,3585.624103548677
20251222,USD,20221031,3871.977221416735
20251222,USD,20221130,4080.1065521792448
20251222,USD,20221230,3839.4965866768143
20251222,USD,20230131,4076.6038194027756
20251222,USD,20230228,3970.153442486636
20251222,USD,20230331,4109.312444621469
20251222,USD,20230428,4169.481400635981
20251222,USD,20230531,4179.8254616673485
20251222,USD,20230630,4450.381311809206
20251222,USD,20230731,4588.961138497853
20251222,USD,20230831,4507.66179195929
20251222,USD,20230929,4288.05412263992
20251222,USD,20231031,4193.800955247472
20251222,USD,20231130,4567.79864227553
20251222,USD,20231229,4769.829410790672
20251222,USD,20240131,4845.647175731448
20251222,USD,20240229,5096.269499862238
20251222,USD,20240328,5254.35440126241
20251222,USD,20240430,5035.691678459521
20251222,USD,20240531,5277.507345265583
20251222,USD,20240628,5460.482621149518
20251222,USD,20240731,5522.30183689466
20251222,USD,20240830,5648.397236316762
20251222,USD,20240930,5762.484883369124
20251222,USD,20241031,5705.447920669731
20251222,USD,20241129,6032.384412273917
20251222,USD,20241231,5881.6276482140875
20251222,USD,20250131,6040.525933881858
20251222,USD,20250228,5954.504826965082
20251222,USD,20250331,5611.852606817626
20251222,USD,20250430,5569.064674946808
20251222,USD,20250530,5911.686723126332
20251222,USD,20250630,6204.953952389619
20251222,USD,20250731,6339.394567165803
20251222,USD,20250829,6460.262667019201
20251222,USD,20250930,6688.4590368901645
20251222,USD,20251031,6840.198741387233
20251222,USD,20251128,6849.087372346463
20251222,USD,20251219,6834.496186373268
